angle_deg,intensity
20.0,-1.5071815666858788
20.03501750875438,-0.355965599880448
20.070035017508754,-1.6234832139970026
20.105052526263133,1.8487320920096766
20.14007003501751,0.59984749081393
20.175087543771888,1.4181972095975788
20.210105052526263,-1.069575165981296
20.245122561280642,2.6295599852252503
20.280140070035017,0.7981474478457911
20.315157578789396,-3.2259990450268776
20.35017508754377,-0.058172230036469534
20.38519259629815,-1.402132438686589
20.420210105052526,1.1187101328082174
20.455227613806905,0.40163074460891074
20.49024512256128,2.812970596708334
20.52526263131566,0.4601992272283133
20.560280140070034,-2.6100602025754682
20.595297648824413,4.152534154259485
20.63031515757879,2.586068974856136
20.665332666333168,-1.3183272558155308
20.700350175087543,-1.2673698406660452
20.735367683841922,1.723112526981285
20.770385192596297,-0.3974344156944325
20.805402701350676,0.7650966253290729
20.84042021010505,-0.27520315074317436
20.87543771885943,1.1847205979219213
20.910455227613806,-2.027769081042942
20.945472736368185,0.6589393722197024
20.98049024512256,3.2243072748464106
21.01550775387694,-3.740023199255276
21.050525262631314,-2.56394639652378
21.085542771385693,0.9668933771074105
21.12056028014007,-1.9446575282480114
21.155577788894448,-2.2487559878572925
21.190595297648823,-2.33903269145763
21.225612806403202,-1.2305854831940857
21.260630315157577,1.7042880612588651
21.295647823911956,0.5578056704108947
21.33066533266633,-0.6727442124436236
21.36568284142071,0.15571323618693814
21.400700350175086,-1.7974895054800715
21.435717858929465,-1.1543123574451957
21.470735367683844,-0.42031641252068125
21.50575287643822,-0.8401190075936311
21.540770385192594,1.9281836101188055
21.575787893946973,1.1265311607864195
21.610805402701352,0.8398646617163062
21.645822911455728,0.3290276503587478
21.680840420210107,-1.7354052483886566
21.715857928964482,1.1424573382099485
21.75087543771886,3.4632071423497095
21.785892946473236,3.002805007495902
21.820910455227615,-0.41647289385587866
21.85592796398199,-0.0648135771304843
21.89094547273637,-2.6879452100903456
21.925962981490745,-0.4839517218507472
21.960980490245124,0.07062962698461506
21.9959979989995,1.4564365442112113
22.031015507753878,-3.6813603329916362
22.066033016508253,0.7163526859428634
22.101050525262632,-5.316896705216554
22.136068034017008,1.1598504282586426
22.171085542771387,0.5457828140728289
22.206103051525762,-2.34433548315236
22.24112056028014,-5.678782268599578
22.276138069034516,0.8447395193800852
22.311155577788895,-2.744162816405265
22.34617308654327,0.8026075558144332
22.38119059529765,-0.14362658771679065
22.416208104052025,-1.6745460271824597
22.451225612806404,0.10247077404982137
22.48624312156078,2.7663035848816544
22.521260630315158,2.1670943118608315
22.556278139069533,1.4459749075612571
22.591295647823912,2.369458698709214
22.626313156578288,-3.486924299896913
22.661330665332667,-2.5481026710434276
22.696348174087042,1.8969412794837355
22.73136568284142,-0.36853331120587624
22.766383191595796,-0.1419190375223723
22.801400700350175,2.980212467700738
22.83641820910455,-2.9206535475211446
22.87143571785893,2.33986957023862
22.90645322661331,2.192663082446787
22.941470735367684,-1.550950287785856
22.97648824412206,1.9831134053247665
23.011505752876438,-2.837301687068943
23.046523261630817,-2.3605048572289347
23.081540770385192,-2.3325533801053604
23.116558279139568,-1.2542089392436238
23.151575787893947,1.7862905211573223
23.186593296648326,-2.2471940409376696
23.2216108054027,-1.7077119863357904
23.25662831415708,1.87957627786735
23.291645822911455,1.2400071914235435
23.326663331665834,0.676707533843944
23.36168084042021,0.2509754916932242
23.39669834917459,-2.6512460986762107
23.431715857928964,0.9100078406595081
23.466733366683343,4.167845243528002
23.50175087543772,-3.410623531048837
23.536768384192097,-2.5093189793327006
23.571785892946473,1.3775407235109014
